,Lugar,Latitud,Longitud,Lugar ID0,Lugar ID1,Lugar ID2,Lugar ID3
0,1000001000,19.4411695,-99.1892181,"Lago Alberto 156, Granada, 11520 Ciudad de México, CDMX, Mexico","Granada, Ciudad de México, CDMX, Mexico","Mexico City, CDMX, Mexico","Granada, 11520 Ciudad de México, CDMX, Mexico"
1,1000002000,20.6630692,-103.3766809,"Av Mariano Otero 1, Del Fresno, 44909 Guadalajara, Jal., Mexico","Del Fresno, Guadalajara, Jal., Mexico","Guadalajara, Jalisco, Mexico","Del Fresno, 44909 Guadalajara, Jal., Mexico"
2,1000003000,18.0753235,-96.13517709999991,"Tuxtepec - Oaxaca 710, Santa Cruz, 68330 San Juan Bautista Tuxtepec, Oax., Mexico","Santa Cruz, San Juan Bautista Tuxtepec, Oax., Mexico","San Juan Bautista Tuxtepec, Oaxaca, Mexico","Los Cobos, 68330 San Juan Bautista Tuxtepec, Oax., Mexico"
3,1000004000,23.2037866,-106.41359609999999,"Av Gabriel Leyva 1620, Centro, 82000 Mazatlán, Sin., Mexico","Centro, Mazatlán, Sin., Mexico","Mazatlan, Sinaloa, Mexico","Cerro del Vigía, 82000 Mazatlán, Sin., Mexico"
4,1000005000,25.545078600000004,-103.4087835,"Calle Prof. Julio Rodríguez Sánchez 404, Nuevo Torreón, 27060 Torreón, Coah., Mexico","Nuevo Torreón, Torreón, Coah., Mexico","Torreón, Coahuila, Mexico","Nuevo Torreón, 27060 Torreón, Coah., Mexico"
5,1000008000,22.9696639,-102.7073834,"Blvd. Antonio Fernández Rodriguez 115, Grupo Modelo, 98500 Víctor Rosales, Zac., Mexico","Calera, Zac., Mexico","Zacatecas, Mexico",Mexico
6,1000009000,20.9786891,-89.83932659999991,"Mérida - Tetiz, Yucatán, Mexico","Hunucmá, Yucatan, Mexico","Yucatan, Mexico",Mexico
7,2040104003,18.656679,-91.81691,"Av Periferica Nte LB, San Agustín de Palmar, 24110 Cd del Carmen, Camp., Mexico","San Agustín de Palmar, 24110 Cd del Carmen, Camp., Mexico","Ciudad del Carmen, Campeche, Mexico","Santa Rosalía, 24197 Cd del Carmen, Camp., Mexico"
8,2070603006,24.089845,-104.57988399999999,"Blvrd Francisco Villa SN-S MOTEL DEL NORTE, Cd Industrial, 34208 Durango, Dgo., Mexico","Col San Juan, Dgo., Mexico","Villa Blanca, 34208 Durango, Dgo., Mexico","Durango, Mexico"
9,2090102000,19.510226,-99.178922,"Av. de las Granjas 377, Patios de Ffccinfraestructura, Tlalnepantla, Méx., Mexico","San Pablo Xalpa, 54090 Méx., Mexico","Tlalnepantla de Baz, State of Mexico, Mexico","Rosario 1 Sector III C, 54090 Tlalnepantla, Méx., Mexico"
10,2090102001,19.365254,-99.16391999999999,"Av. Popocatépetl 488, Xoco, 03330 Ciudad de México, CDMX, Mexico","Parabus Popocatepetl- San Felipe, Av. Popocatépetl, Xoco, 03330 Ciudad de México, CDMX, Mexico","Sta Cruz Atoyac, Ciudad de México, CDMX, Mexico","Mexico City, CDMX, Mexico"
11,2090102002,19.433965,-99.106689,"Av. Ferrocarril 9, Moctezuma 2da Secc, 15530 Ciudad de México, CDMX, Mexico","Moctezuma 2da Secc, Ciudad de México, CDMX, Mexico","Mexico City, CDMX, Mexico","Moctezuma 2da Secc, 15530 Ciudad de México, CDMX, Mexico"
12,2090102004,19.41852,-99.153319,"Calle Dr Erazo 178, Doctores, 06720 Ciudad de México, CDMX, Mexico","Doctores, 06720 Mexico City, CDMX, Mexico","Mexico City, CDMX, Mexico","Doctores, 06720 Mexico City, CDMX, Mexico"
13,2090102005,19.399746,-99.326264,"Pj. Trejo 257, Ciudad de México, Méx., Mexico","Paraje el Mirador, Méx., Mexico","Huixquilucan, Méx., Mexico","Mexico City Metropolitan Area, Mexico"
14,2090102007,19.268065,-99.12389300000001,"Av. Guadalupe I. Ramírez 601, Las Peritas, 16010 Ciudad de México, CDMX, Mexico","Las Peritas, Ciudad de México, CDMX, Mexico","Mexico City, CDMX, Mexico","Las Peritas, 16010 Ciudad de México, CDMX, Mexico"
15,2110102002,20.0300006866455,-100.730003356933,"Erasmo López V. 12, Benjamin Mendez Aguilar, 38600 Acámbaro, Gto., Mexico","Rancho Grande, 38620 Acámbaro, Gto., Mexico","Acámbaro, Guanajuato, Mexico","Rancho Grande, 38620 Acámbaro, Gto., Mexico"
16,2110102005,20.608348,-101.249509,"Ent. Irapuato - Mazda 116, Irapuato, Gto., Mexico","Salamanca, Gto., Mexico","Guanajuato, Mexico",Mexico
17,2110102019,20.669857999999998,-100.43276999999999,"Paseo de la República & México 57, Querétaro, Mexico","México 57 & Paseo de la República, Querétaro, Mexico","Santiago de Querétaro, Qro., Mexico","Querétaro, Mexico"
18,2110102020,20.3847,-100.00617,"Av. Lic. Benito Juárez Pte. 136, El Campanario, 76800 San Juan del Rio, Qro., Mexico","El Campanario, San Juan del Rio, Qro., Mexico","San Juan del Río, Qro., Mexico","76800 San Juan del Río, Qro., Mexico"
19,2120101000,16.865721,-99.876051,"Av Cuauhtémoc 196, Hornos, 39355 Acapulco, Gro., Mexico","La Bocana, 39670 Acapulco, Gro., Mexico","Acapulco, Guerrero, Mexico","La Bocana, 39670 Acapulco, Gro., Mexico"
20,2120101001,16.905116,-99.962227,"Ciruelos 777, San Isidro, 39407 Acapulco, Gro., Mexico","San Isidro, Acapulco, Gro., Mexico","Acapulco, Guerrero, Mexico","San Isidro, 39407 Acapulco, Gro., Mexico"
21,2120101002,17.204589000000002,-100.437149,"Municipio Libre 7, Dorotea, 40945 Atoyac de Álvarez, Gro., Mexico","Dorotea, Atoyac de Álvarez, Gro., Mexico","Atoyac de Álvarez, Guerrero, Mexico","El Ranchito, 40945 Atoyac de Álvarez, Gro., Mexico"
22,2120101004,16.831977,-99.812973,"Carr Cayaco - Puerto Marqués 1045, Llano Largo, Acapulco, Gro., Mexico","Llano Largo, Acapulco, Gro., Mexico","Acapulco, Guerrero, Mexico","Acapulco, Guerrero, Mexico"
23,2120101005,16.687644,-98.412203,"Gral. Enrique D. Añorve, Pila del Monte, 41700 Ometepec, Gro., Mexico","Pila del Monte, Ometepec, Gro., Mexico","Ometepec, Guerrero, Mexico","Barrio de Talapa, 41700 Ometepec, Gro., Mexico"
24,2120101007,17.166133,-99.52882199999999,"Acapulco - Chilpancingo de los Bravo, San Jose, 39942 Tierra Colorada, Gro., Mexico","Linda Vista, Tierra Colorada, Gro., Mexico","Tierra Colorada, Guerrero, Mexico","Guerrero, 39940 Tierra Colorada, Gro., Mexico"
25,2120101008,16.474099,-98.424688,"Cuauhtémoc 125, San Francisco, 41949 Cuajinicuilapa, Gro., Mexico","San Francisco, Cuajinicuilapa, Gro., Mexico","Cuajinicuilapa, Guerrero, Mexico","San Francisco, 41949 Cuajinicuilapa, Gro., Mexico"
26,2120101010,16.582248999999997,-98.815413,"Acapulco - Pinotepa Nacional 66, Marquelia, 41930 Marquelia, Gro., Mexico","Marquelia, 41930 Marquelia, Gro., Mexico","Marquelia, Guerrero, Mexico","Marquelia, 41930 Marquelia, Gro., Mexico"
27,2120602000,17.488274,-99.460003,"Las Petaquillas - Quechultenango, Petaquillas, Gro., Mexico","Petaquillas, Gro., Mexico","Chilpancingo, Guerrero, Mexico","Guerrero, Mexico"
28,2120602002,17.649592000000002,-101.541655,"Calle Paseo de Zihuatanejo Ote. 118, El Hujal, 40880 Zihuatanejo, Gro., Mexico","Zona Industrial, Zihuatanejo, Gro., Mexico","Zihuatanejo, Guerrero, Mexico","Electricistas, 40880 Gro., Mexico"
29,2120602005,18.357229,-99.53404300000001,"Industria Turística 47C, Civi, 40032 Iguala de la Independencia, Gro., Mexico","Civi, Iguala de la Independencia, Gro., Mexico","Iguala, Guerrero, Mexico","Civi, 40032 Iguala de la Independencia, Gro., Mexico"
30,2130403000,20.059127,-98.78441,"Blvd. Felipe Ángeles, Los Prismas, 42083 Pachuca de Soto, Hgo., Mexico","Tuzobús Centro de Justicia, Blvd. Felipe Ángeles SN1207, Colonias, 42083 Pachuca de Soto, Hgo., Mexico","Los Prismas, 42083 Pachuca de Soto, Hgo., Mexico","Pachuca, Hgo., Mexico"
31,2130403004,20.379562,-99.659193,"Andrés Quintana Roo, Sta Bárbara, 42400 Huichapan, Hgo., Mexico","Sta Bárbara, 42400 Huichapan, Hgo., Mexico","42400 Huichapan, Hgo., Mexico","El Calvario, 42400 Huichapan, Hgo., Mexico"
32,2130403005,20.472058999999998,-99.208034,"Av. Insurgentes Ote. 200, 42320 Hgo., Mexico","El Fithzi, 42320 Ixmiquilpan, Hgo., Mexico","Ixmiquilpan, Hgo., Mexico","Hidalgo, Mexico"
33,2130403007,20.530592000000002,-98.635903,"16 de Septiembre 20, Tlachiquetl, San Agustín Metzquititlán, Hgo., Mexico","Tlachiquetl, San Agustín Metzquititlán, Hgo., Mexico","San Agustín Metzquititlán, Hgo., Mexico","San Agustín Metzquititlán, Hgo., Mexico"
34,2130403008,20.735462,-99.38580999999999,"Del Trabajo 22, Centro, 42330 Centro, Hgo., Mexico","Centro, Zimapán, Hgo., Mexico","Zimapan, Hgo., Mexico","Plutarco Elías Calles, 42330 Zimapán, Hgo., Mexico"
35,2130403009,20.060347,-98.44551700000001,"Ecatepec de Morelos - Tulancingo, Tulancingo, Hgo., Mexico","Santiago Tulantepec de Lugo Guerrero, Hgo., Mexico","Hidalgo, Mexico",Mexico
36,2130403010,20.057406,-99.29595400000001,"Tula - Sta Teresa 3501, El Llano 2da Secc, 42820 El Llano, Hgo., Mexico","El Llano 2da Secc, El Llano, Hgo., Mexico","El Llano, Hgo., Mexico","El Llano 1ra Secc, 42820 El Llano, Hgo., Mexico"
37,2130403011,21.141377,-98.411907,"Huejutla de Reyes-Tempoal de Sánchez 255, Aviación Civil, 43000 Huejutla, Hgo., Mexico","Aviación Civil, 43000 Huejutla, Hgo., Mexico","Huejutla de Reyes, Hgo., Mexico","Huejutla de Reyes, Hgo., Mexico"
38,2140203000,20.664207,-103.37623599999999,"Calle Juan Ruiz de Alarcón 657, Jardines del Bosque, 44520 Guadalajara, Jal., Mexico","Jardines del Bosque, 44520 Guadalajara, Jal., Mexico","Guadalajara, Jalisco, Mexico","Jardines del Bosque, 44520 Guadalajara, Jal., Mexico"
39,2150802000,19.526286,-99.05573100000001,"San Andrés 18, San Francisco Xal, 55330 Ecatepec de Morelos, Méx., Mexico","San Francisco Xal, Ecatepec de Morelos, Méx., Mexico","Agricultura 4-A, Ecatepec de Morelos, Méx., Mexico","5 de Septiembre, 55330 Ecatepec de Morelos, Méx., Mexico"
40,2150802005,19.477508,-98.889703,"Carretera Federal México-Texcoco 433, San Mateo Huexotla, 56236 Texcoco de Mora, Méx., Mexico","San Mateo Huexotla, 56236 Texcoco de Mora, Méx., Mexico","San Bernardino, State of Mexico, Mexico","56236 Texcoco, State of Mexico, Mexico"
41,2150802007,19.795544,-99.093172,"San Lorenzo 13, San Lorenzo, 55604 San Lorenzo, Méx., Mexico","San Lorenzo, Zumpango de Ocampo, Méx., Mexico","Fraccionamiento la Trinidad, Méx., Mexico","Zumpango, State of Mexico, Mexico"
42,2150802009,19.688878,-98.865022,"Av. Pirámides 5, Centro, 55800 San Juan Teotihuacan de Arista, Méx., Mexico","Centro, San Juan Teotihuacan de Arista, Méx., Mexico","San Juan Teotihuacán, State of Mexico, Mexico","Centro, 55810 San Juan Teotihuacan de Arista, Méx., Mexico"
43,2151102000,19.246973999999998,-99.610439,"Carr Metepec-Zacango, San Jorge Pueblo Nuevo, 52164 Metepec, Méx., Mexico","San Jorge Pueblo Nuevo, Metepec, Méx., Mexico","Metepec, State of Mexico, Mexico","San Jorge Pueblo Nuevo, 52164 Metepec, Méx., Mexico"
44,2151102005,18.9862,-99.4214,"Carr. Xalatlaco-Chalma 56, San Francisco Tepexozuca, Méx., Mexico","Ocuilan, Méx., Mexico","State of Mexico, Mexico",Mexico
45,2151102007,19.436059,-99.994801,"Calle Hermenegildo Galeana 10, Villa Victoria, Méx., Mexico","Villa Victoria, State of Mexico, Mexico","Villa Victoria, Méx., Mexico","State of Mexico, Mexico"
46,2151102008,19.206985,-100.13517,"Toluca-Valle 239, Issemym, 51200 Valle de Bravo, Méx., Mexico","Issemym, 51200 Valle de Bravo, Méx., Mexico","Valle de Bravo, State of Mexico, Mexico","Emiliano Zapata, 51200 Valle de Bravo, Méx., Mexico"
47,2151102011,18.927196,-99.94075600000001,"Lic. Benito Juárez 16, Texcaltitlán, Méx., Mexico","Texcaltitlán, State of Mexico, Mexico","Texcaltitlán, Méx., Mexico","State of Mexico, Mexico"
48,2151102013,18.963775,-99.59894,"Del Panteón 101, Tenancingo de Degollado, 52400 Tenancingo de Degollado, Méx., Mexico","Providencia, 52400 Tenancingo de Degollado, Méx., Mexico","Tenancingo, Méx., Mexico","State of Mexico, Mexico"
49,2160502014,17.95397,-102.20002,"Artículo 123 6, Sin Nombre, Ejidal, 60950 Lázaro Cárdenas, Mich., Mexico","Sin Nombre, Ejidal, 60950 Lázaro Cárdenas, Mich., Mexico","Ejidal, Lázaro Cárdenas, Mich., Mexico","Lázaro Cárdenas, Michoacán, Mexico"
50,2160502000,19.704577,-101.226017,"Av Francisco I. Madero Pte 231, Irrigación, 58140 Morelia, Mich., Mexico","Irrigación, 58140 Morelia, Mich., Mexico","Morelia, Michoacán, Mexico","La Colina, 58140 Morelia, Mich., Mexico"
51,1000002000,20.6630692,-103.3766809,"Av Mariano Otero 1, Del Fresno, 44909 Guadalajara, Jal., Mexico","Del Fresno, Guadalajara, Jal., Mexico","Guadalajara, Jalisco, Mexico","Del Fresno, 44909 Guadalajara, Jal., Mexico"
52,2170102000,18.817389000000002,-99.21933299999999,"Camino al Campo Sta. Cruz, Vergel Santa Cruz, 62585 Temixco, Mor., Mexico","Vergel Santa Cruz, Temixco, Mor., Mexico","Temixco, Morelos, Mexico","Vergel Santa Cruz, 62585 Temixco, Mor., Mexico"
53,2170102004,18.643755,-99.213402,"Galeana - Cuautla 27, Guadalupe Victoria, 62785 San Nicolás Galeana, Mor., Mexico","Centro, 62785 San Nicolás Galeana, Mor., Mexico","62785 San Nicolás Galeana, Mor., Mexico","Galeana, Mor., Mexico"
54,2190502000,25.767207,-100.19133199999999,"Av. Miguel Alemán, Kalos, Cd Apodaca, N.L., Mexico","Sin Nombre de Col 26, Cd Apodaca, N.L., Mexico","Sin Nombre de Col 26, Cd Apodaca, N.L., Mexico","Ciudad Apodaca, Nuevo Leon, Mexico"
55,2200201000,16.468283,-95.03228,"Oaxaca Juchitán de Zaragoza - Sta María Guienagati 2674, Planta Impregnadora, 70000 Juchitán de Zaragoza, Oax., Mexico","El Espinal, Oax., Mexico","Oaxaca, Mexico",Mexico
56,2200201003,16.8759,-95.0384,"Guerrero 503, Juarez Nte., 70300 Matías Romero Avendaño, Oax., Mexico","Juarez Nte., 70300 Matías Romero Avendaño, Oax., Mexico","Matias Romero Avendano, Oaxaca, Mexico","San Bartolo, 70300 Matías Romero Avendaño, Oax., Mexico"
57,2200201004,16.223727,-95.20911,"Super Carretera Transísmica 27, Jardines, 70613 Salina Cruz, Oax., Mexico","Francisco I. Madero, Salina Cruz, Oax., Mexico","Salina Cruz, Oaxaca, Mexico","Cesar Linton, 70614 Salina Cruz, Oax., Mexico"
58,2200302000,17.145193,-96.7789,"Carr. Internacional, San Joaquin, Santiago Etla, Oax., Mexico","San José, Santiago Etla, Oax., Mexico","Santiago Etla, Oax., Mexico","San Lorenzo Cacaotepec, Oax., Mexico"
59,2200302003,16.336719,-96.59648,"Federal a Puerto Angel 150, La Merced, 70805 Miahuatlán de Porfirio Díaz, Oax., Mexico","La Merced, 70805 Miahuatlán de Porfirio Díaz, Oax., Mexico","Miahuatlán de Porfirio Díaz, Oaxaca, Mexico","La Merced, 70805 Miahuatlán de Porfirio Díaz, Oax., Mexico"
60,2200302006,16.352083,-98.05741,"Periférico, Pinotepa, Pinotepa Nacional, Oax., Mexico","Pinotepa Nacional, Oax., Mexico","Oaxaca, Mexico",Mexico
61,2200302007,15.728919,-96.47058,"Santiago Pinotepa Nacional - Salina Cruz, Santa María Tonameca, Oax., Mexico","San Pedro Pochutla, Oax., Mexico","Oaxaca, Mexico",Mexico
62,2200302009,16.94868,-96.70684,"Puerto Escondido - Oaxaca, San Bartolo Coyoyepec, 71256 San Bartolo Coyotepec, Oax., Mexico","San Bartolo Coyoyepec, San Bartolo Coyotepec, Oax., Mexico","San Bartolo Coyotepec, Oaxaca, Mexico","San Bartolo Coyoyepec, 71256 San Bartolo Coyotepec, Oax., Mexico"
63,2210503002,18.996778,-97.450576,"J. Ma. Morelos LB, Col la Cuchilla, 75520 Cd Serdán, Pue., Mexico","Col la Cuchilla, 75520 Cd Serdán, Pue., Mexico","Cd Serdán, Pue., Mexico","75520 Cd Serdán, Pue., Mexico"
64,2210503018,19.3253,-98.247968,"Carr. Federal San Martin-Tlaxcala 273, El Chamizal, Atzinco, 90040 Tlaxcala de Xicohténcatl, Tlax., Mexico","El Chamizal, Atzinco, 90160 San Juan Totolac, Tlax., Mexico","Atzinco, San Juan Totolac, Tlax., Mexico","San Juan Totolac, Tlaxcala, Mexico"
65,2210503020,19.592382,-98.571718,"Calpulalpan-Apizaco 1050, La Cañada, 90207 Calpulalpan, Tlax., Mexico","La Cañada, Calpulalpan, Tlax., Mexico","Calpulalpan, Tlaxcala, Mexico","Calpulalpan, Tlax., Mexico"
66,2210503021,18.896217,-97.71325300000001,"PUE 714 220, 75480 Tecamachalco, Pue., Mexico","Tecamachalco, Pue., Mexico","Puebla, Mexico",Mexico
67,2240302001,22.210060000000002,-100.99853,"Av. Anillo Perif. Nte. 348, San Luis Potosí, Mexico","Sin Nombre, San Luis, S.L.P., Mexico","San Luis Potosi, Mexico","San Luis Potosí, San Luis Potosi, Mexico"
68,2240302011,21.979195,-99.00318,"Tampico - Cd Valles, 79099 Cd Valles, S.L.P., Mexico","Ciudad Valles, San Luis Potosi, Mexico","Las Lomas Oriente, 79099 Cd Valles, S.L.P., Mexico","Cd Valles, S.L.P., Mexico"
69,1000003000,18.0753235,-96.13517709999991,"Tuxtepec - Oaxaca 710, Santa Cruz, 68330 San Juan Bautista Tuxtepec, Oax., Mexico","Santa Cruz, San Juan Bautista Tuxtepec, Oax., Mexico","San Juan Bautista Tuxtepec, Oaxaca, Mexico","Los Cobos, 68330 San Juan Bautista Tuxtepec, Oax., Mexico"
70,2270201000,17.986792,-92.98987,"Cardenas - Villahermosa 681, Buena Vista Río Nuevo 1ra Secc, Tab., Mexico","Anacleto Canabal 1ra Secc, Tab., Mexico","Centro Municipality, Tabasco, Mexico","Tabasco, Mexico"
71,2270201016,17.537585,-91.99141,"Palenque - Pakalná 48, Pakalna, 29960 Palenque, Chis., Mexico","Pakalna, 29960 Palenque, Chis., Mexico","Palenque, Chis., Mexico","Sin Nombre, 29960 Palenque, Chis., Mexico"
72,2280202018,20.448519,-97.31166400000001,"Cruz Chiquita 117, Valentina, 93427 Papantla de Olarte, Ver., Mexico","Valentina, 93427 Papantla de Olarte, Ver., Mexico","Papantla de Olarte, Ver., Mexico","Valentina, 93427 Papantla de Olarte, Ver., Mexico"
73,2280202023,20.079884,-97.04685699999999,"Lib. Martínez de la Torre - Tlapacoyan, Martinez de la Torre, 93600 Martínez de la Torre, Ver., Mexico","Martinez de la Torre, Martínez de la Torre, Ver., Mexico","Martínez de la Torre, Ver., Mexico","La Muralla, 93600 Martínez de la Torre, Ver., Mexico"
74,2280202033,20.183164,-98.069535,"Revolución, Zacamila, 73160 Huauchinango, Pue., Mexico","Rancho Viejo, Huauchinango, Pue., Mexico","Huauchinango, Puebla, Mexico","Col de los Electricistas, 73160 Huauchinango, Pue., Mexico"
75,2301202007,18.09994,-96.13132,"México 175 8, Bugambilias, 68376 San Juan Bautista Tuxtepec, Oax., Mexico","El Diamante, San Juan Bautista Tuxtepec, Oax., Mexico","San Juan Bautista Tuxtepec, Oaxaca, Mexico","Jorge L. Tamayo, 68335 San Juan Bautista Tuxtepec, Oax., Mexico"
76,2301202012,17.992433,-94.57465,"Instituto Tecnológico 502, Nueva Mina, 96760 Minatitlán, Ver., Mexico","Nueva Mina, 96760 Minatitlán, Ver., Mexico","Minatitlán, Ver., Mexico","Jorge Sierra Gallardo, 96760 Minatitlán, Ver., Mexico"
77,2310104000,20.979956,-89.56263,"Calle 2 282, Sin Nombre de Col 6, Mérida, Yuc., Mexico","Sin Nombre de Col 6, Mérida, Yuc., Mexico","Mérida, Yucatan, Mexico","Merida, Yucatan, Mexico"
78,2310104007,21.151892999999998,-86.87105,"Calle 121, 98, 77537 Cancún, Q.R., Mexico","98, 77537 Cancún, Q.R., Mexico","Cancún, Quintana Roo, Mexico","Akimpech, 98, 77537 Cancún, Q.R., Mexico"
79,2310104008,20.629986,-87.08153,"Calle 6 Nte LB, Centro, 77710 Playa del Carmen, Q.R., Mexico","Centro, 77710 Playa del Carmen, Q.R., Mexico","Playa del Carmen, Quintana Roo, Mexico","Calica, 77710 Playa del Carmen, Q.R., Mexico"
80,2310104011,16.762293,-93.14200000000001,"5a. Nte. Pte. 2833, Calichal, 29026 Tuxtla Gutiérrez, Chis., Mexico","Joyo Mayyu, 29000 Tuxtla Gutiérrez, Chis., Mexico","Tuxtla Gutiérrez, Chis., Mexico","Coqueletquitsan, 29000 Tuxtla Gutiérrez, Chis., Mexico"
81,1000004000,23.2037866,-106.41359609999999,"Av Gabriel Leyva 1620, Centro, 82000 Mazatlán, Sin., Mexico","Centro, Mazatlán, Sin., Mexico","Mazatlan, Sinaloa, Mexico","Cerro del Vigía, 82000 Mazatlán, Sin., Mexico"
82,1000005000,25.545078600000004,-103.4087835,"Calle Prof. Julio Rodríguez Sánchez 404, Nuevo Torreón, 27060 Torreón, Coah., Mexico","Nuevo Torreón, Torreón, Coah., Mexico","Torreón, Coahuila, Mexico","Nuevo Torreón, 27060 Torreón, Coah., Mexico"
83,2151102017,19.411279999999998,-99.50872,"Carr. Toluca-Naucalpan 201, Xonacatlan de Vicencio, 52060 Xonacatlán, Méx., Mexico","San Antonio la Fe, Xonacatlán, Méx., Mexico","Xonacatlán, State of Mexico, Mexico","Emiliano Zapata, 52060 Xonacatlán, Méx., Mexico"
84,2120101011,16.724763,-99.132361,"Cruz Grande - San Marcos 10, Vicente Guerrero, 41800 Cruz Grande, Gro., Mexico","Vicente Guerrero, 41800 Cruz Grande, Gro., Mexico","Cruz Grande, Guerrero, Mexico","Sultana del Sur, 41800 Cruz Grande, Gro., Mexico"
85,2060102000,28.675988,-106.094268,"Av Zaragoza 2500, Francisco I. Madero, 31030 Francisco I. Madero, Chih., Mexico","Francisco I. Madero, Chihuahua, Chih., Mexico","Chihuahua, Mexico","Reforma, 31030 Chihuahua, Chih., Mexico"
86,2070603000,25.535103,-103.390403,"Carr. Torreón - Matamoros 44, Gustavo Díaz Ordaz, Torreón, Coah., Mexico","Sin Nombre de Col 6, Torreón, Coah., Mexico","Torreón, Coahuila, Mexico","Torreón Municipality, Coahuila, Mexico"
87,2110102013,21.024510999999997,-101.8425,"Francisco I. Madero 890, Rivera del Rio, 36364 San Francisco del Rincón, Gto., Mexico","Rivera del Rio, 36442 San Francisco del Rincón, Gto., Mexico","San Francisco del Rincón, Guanajuato, Mexico","Barrio de Guadalupe, 36442 San Francisco del Rincón, Gto., Mexico"
88,1000001000,19.4411695,-99.1892181,"Lago Alberto 156, Granada, 11520 Ciudad de México, CDMX, Mexico","Granada, Ciudad de México, CDMX, Mexico","Mexico City, CDMX, Mexico","Granada, 11520 Ciudad de México, CDMX, Mexico"
89,2140203003,20.374182,-103.81971899999999,"Villa Corona - Cocula 62, Rinconada, Cocula, Jal., Mexico","Cocula, Jalisco, Mexico","Cocula, Jalisco, Mexico","Jalisco, Mexico"
90,2140203005,20.046457,-102.71655200000001,"México 15 900, Noria de Montes, 59099 Sahuayo de Morelos, Mich., Mexico","Noria de Montes, Sahuayo de Morelos, Mich., Mexico","Sahuayo, Michoacán, Mexico","Noria de Montes, 59099 Sahuayo de Morelos, Mich., Mexico"
91,2140203006,20.360084,-102.778095,"Para llegar al templo 682, Río Zula II, 47820 Ocotlán, Jal., Mexico","Florida, 47820 Ocotlán, Jal., Mexico","Ocotlán, Jalisco, Mexico","Florida, 47820 Ocotlán, Jal., Mexico"
92,2140203008,19.788368,-104.357741,"Unión de Tula - Autlan de Navarro 2117, Sin Nombre, 48900 Autlán de Navarro, Jal., Mexico","Autlán, Jalisco, Mexico","Sin Nombre, 48900 Autlán de Navarro, Jal., Mexico","Autlán de Navarro, Jal., Mexico"
